date,pre_close,open,high,low,close,changeinprice,changeinrate,diffrate
2011/1/5,2852.648 ,2833.117 ,2850.493 ,2824.296 ,2838.593 ,-14.055 ,-0.493 ,-0.685 
2011/1/6,2838.593 ,2838.435 ,2853.875 ,2816.951 ,2824.197 ,-14.396 ,-0.507 ,-0.006 
2011/1/7,2824.197 ,2820.665 ,2868.005 ,2807.870 ,2838.801 ,14.604 ,0.517 ,-0.125 
2011/1/10,2838.801 ,2832.622 ,2847.358 ,2786.861 ,2791.809 ,-46.992 ,-1.655 ,-0.218 
2011/1/11,2791.809 ,2783.476 ,2810.762 ,2770.338 ,2804.047 ,12.238 ,0.438 ,-0.298 
2011/1/12,2804.047 ,2811.785 ,2828.468 ,2788.130 ,2821.305 ,17.258 ,0.616 ,0.276 
2011/1/13,2821.305 ,2830.534 ,2837.526 ,2810.874 ,2827.713 ,6.408 ,0.227 ,0.327 
2011/1/14,2827.713 ,2817.048 ,2817.048 ,2780.438 ,2791.344 ,-36.369 ,-1.286 ,-0.377 
2011/1/17,2791.344 ,2772.450 ,2780.942 ,2698.781 ,2706.660 ,-84.684 ,-3.034 ,-0.677 
2011/1/18,2706.660 ,2696.147 ,2715.406 ,2683.367 ,2708.979 ,2.319 ,0.086 ,-0.388 
2011/1/19,2708.979 ,2707.816 ,2759.602 ,2700.811 ,2758.097 ,49.118 ,1.813 ,-0.043 
2011/1/20,2758.097 ,2752.799 ,2752.799 ,2676.129 ,2677.652 ,-80.445 ,-2.917 ,-0.192 
2011/1/21,2677.652 ,2668.677 ,2746.178 ,2667.286 ,2715.294 ,37.642 ,1.406 ,-0.335 
2011/1/24,2715.294 ,2716.524 ,2736.109 ,2690.652 ,2695.720 ,-19.574 ,-0.721 ,0.045 
2011/1/25,2695.720 ,2691.693 ,2701.044 ,2661.448 ,2677.432 ,-18.288 ,-0.678 ,-0.149 
2011/1/26,2677.432 ,2677.172 ,2710.738 ,2676.769 ,2708.814 ,31.382 ,1.172 ,-0.010 
2011/1/27,2708.814 ,2690.825 ,2753.001 ,2677.210 ,2749.150 ,40.336 ,1.489 ,-0.664 
2011/1/28,2749.150 ,2741.314 ,2759.440 ,2733.291 ,2752.750 ,3.600 ,0.131 ,-0.285 
2011/1/31,2752.750 ,2751.527 ,2790.921 ,2748.538 ,2790.694 ,37.944 ,1.378 ,-0.044 
2011/2/1,2790.694 ,2795.071 ,2805.049 ,2785.296 ,2798.960 ,8.266 ,0.296 ,0.157 
2011/2/9,2798.960 ,2778.701 ,2804.208 ,2764.867 ,2774.065 ,-24.895 ,-0.889 ,-0.724 
2011/2/10,2774.065 ,2769.646 ,2819.063 ,2760.175 ,2818.163 ,44.098 ,1.590 ,-0.159 
2011/2/11,2818.163 ,2815.119 ,2835.411 ,2807.605 ,2827.328 ,9.165 ,0.325 ,-0.108 
2011/2/14,2827.328 ,2828.571 ,2906.261 ,2828.571 ,2899.134 ,71.806 ,2.540 ,0.044 
2011/2/15,2899.134 ,2900.427 ,2934.467 ,2892.637 ,2899.237 ,0.103 ,0.004 ,0.045 
2011/2/16,2899.237 ,2893.682 ,2924.188 ,2882.549 ,2923.896 ,24.659 ,0.851 ,-0.192 
2011/2/17,2923.896 ,2929.255 ,2939.284 ,2905.032 ,2926.964 ,3.068 ,0.105 ,0.183 
2011/2/18,2926.964 ,2924.230 ,2924.230 ,2890.262 ,2899.792 ,-27.172 ,-0.928 ,-0.093 
2011/2/21,2899.792 ,2886.540 ,2932.820 ,2884.191 ,2932.246 ,32.454 ,1.119 ,-0.457 
2011/2/22,2932.246 ,2941.318 ,2944.413 ,2851.620 ,2855.516 ,-76.730 ,-2.617 ,0.309 
2011/2/23,2855.516 ,2844.990 ,2868.484 ,2839.195 ,2862.634 ,7.118 ,0.249 ,-0.369 
2011/2/24,2862.634 ,2861.393 ,2881.537 ,2854.564 ,2878.603 ,15.969 ,0.558 ,-0.043 
2011/2/25,2878.603 ,2876.777 ,2890.324 ,2848.650 ,2878.565 ,-0.038 ,-0.001 ,-0.063 
2011/2/28,2878.565 ,2880.170 ,2906.169 ,2861.817 ,2905.053 ,26.488 ,0.920 ,0.056 
2011/3/1,2905.053 ,2906.285 ,2931.580 ,2901.552 ,2918.920 ,13.867 ,0.477 ,0.042 
2011/3/2,2918.920 ,2905.514 ,2924.963 ,2883.566 ,2913.808 ,-5.112 ,-0.175 ,-0.459 
2011/3/3,2913.808 ,2918.731 ,2937.557 ,2900.761 ,2902.978 ,-10.830 ,-0.372 ,0.169 
2011/3/4,2902.978 ,2902.190 ,2944.459 ,2898.084 ,2942.306 ,39.328 ,1.355 ,-0.027 
2011/3/7,2942.306 ,2952.722 ,3000.429 ,2952.722 ,2996.211 ,53.905 ,1.832 ,0.354 
2011/3/8,2996.211 ,2996.727 ,3001.624 ,2976.600 ,2999.942 ,3.731 ,0.125 ,0.017 
2011/3/9,2999.942 ,3002.546 ,3012.044 ,2989.342 ,3002.154 ,2.212 ,0.074 ,0.087 
2011/3/10,3002.154 ,2995.768 ,2995.768 ,2954.367 ,2957.143 ,-45.011 ,-1.499 ,-0.213 
2011/3/11,2957.143 ,2942.419 ,2966.980 ,2927.683 ,2933.796 ,-23.347 ,-0.790 ,-0.498 
2011/3/14,2933.796 ,2923.982 ,2939.652 ,2914.458 ,2937.627 ,3.831 ,0.131 ,-0.335 
2011/3/15,2937.627 ,2927.984 ,2927.984 ,2850.945 ,2896.256 ,-41.371 ,-1.408 ,-0.328 
2011/3/16,2896.256 ,2894.252 ,2934.018 ,2894.252 ,2930.804 ,34.548 ,1.193 ,-0.069 
2011/3/17,2930.804 ,2906.955 ,2935.625 ,2885.651 ,2897.298 ,-33.506 ,-1.143 ,-0.814 
2011/3/18,2897.298 ,2920.806 ,2930.606 ,2900.872 ,2906.886 ,9.588 ,0.331 ,0.811 
2011/3/21,2906.886 ,2913.913 ,2927.073 ,2895.154 ,2909.137 ,2.251 ,0.077 ,0.242 
2011/3/22,2909.137 ,2917.687 ,2923.392 ,2884.751 ,2919.142 ,10.005 ,0.344 ,0.294 
2011/3/23,2919.142 ,2919.016 ,2950.422 ,2911.626 ,2948.477 ,29.335 ,1.005 ,-0.004 
2011/3/24,2948.477 ,2949.850 ,2958.663 ,2942.134 ,2946.706 ,-1.771 ,-0.060 ,0.047 
2011/3/25,2946.706 ,2948.543 ,2985.083 ,2946.697 ,2977.814 ,31.108 ,1.056 ,0.062 
2011/3/28,2977.814 ,2985.356 ,3005.783 ,2979.196 ,2984.005 ,6.191 ,0.208 ,0.253 
2011/3/29,2984.005 ,2979.865 ,2994.174 ,2953.540 ,2958.077 ,-25.928 ,-0.869 ,-0.139 
2011/3/30,2958.077 ,2955.453 ,2968.182 ,2935.747 ,2955.771 ,-2.306 ,-0.078 ,-0.089 
2011/3/31,2955.771 ,2954.653 ,2961.630 ,2914.384 ,2928.111 ,-27.660 ,-0.936 ,-0.038 
2011/4/1,2928.111 ,2932.481 ,2967.847 ,2924.394 ,2967.410 ,39.299 ,1.342 ,0.149 
2011/4/6,2967.410 ,2964.212 ,3005.238 ,2963.899 ,3001.360 ,33.950 ,1.144 ,-0.108 
2011/4/7,3001.360 ,3003.204 ,3012.288 ,2990.311 ,3007.909 ,6.549 ,0.218 ,0.061 
2011/4/8,3007.909 ,3005.368 ,3031.097 ,2998.340 ,3030.021 ,22.112 ,0.735 ,-0.084 
2011/4/11,3030.021 ,3037.910 ,3059.568 ,3019.886 ,3022.746 ,-7.275 ,-0.240 ,0.260 
2011/4/12,3022.746 ,3012.795 ,3039.124 ,3003.445 ,3021.369 ,-1.377 ,-0.046 ,-0.329 
2011/4/13,3021.369 ,3006.830 ,3050.401 ,2994.465 ,3050.398 ,29.029 ,0.961 ,-0.481 
2011/4/14,3050.398 ,3049.667 ,3058.239 ,3036.726 ,3042.635 ,-7.763 ,-0.255 ,-0.024 
2011/4/15,3042.635 ,3036.345 ,3062.530 ,3020.156 ,3050.526 ,7.891 ,0.259 ,-0.207 
2011/4/18,3050.526 ,3040.531 ,3067.456 ,3037.189 ,3057.329 ,6.803 ,0.223 ,-0.328 
2011/4/19,3057.329 ,3038.807 ,3038.807 ,2996.222 ,2999.041 ,-58.288 ,-1.907 ,-0.606 
2011/4/20,2999.041 ,3005.975 ,3019.123 ,2992.672 ,3007.037 ,7.996 ,0.267 ,0.231 
2011/4/21,3007.037 ,3021.770 ,3035.471 ,3012.544 ,3026.668 ,19.631 ,0.653 ,0.490 
2011/4/22,3026.668 ,3025.699 ,3032.965 ,3004.465 ,3010.517 ,-16.151 ,-0.534 ,-0.032 
2011/4/25,3010.517 ,3003.031 ,3003.610 ,2964.643 ,2964.951 ,-45.566 ,-1.514 ,-0.249 
2011/4/26,2964.951 ,2956.949 ,2970.278 ,2931.502 ,2938.981 ,-25.970 ,-0.876 ,-0.270 
2011/4/27,2938.981 ,2946.327 ,2961.133 ,2907.662 ,2925.408 ,-13.573 ,-0.462 ,0.250 
2011/4/28,2925.408 ,2937.947 ,2953.193 ,2884.839 ,2887.044 ,-38.364 ,-1.311 ,0.429 
2011/4/29,2887.044 ,2886.629 ,2913.556 ,2871.010 ,2911.511 ,24.467 ,0.848 ,-0.014 
2011/5/3,2911.511 ,2911.510 ,2933.460 ,2890.225 ,2932.188 ,20.677 ,0.710 ,0.000 
2011/5/4,2932.188 ,2916.845 ,2916.970 ,2860.075 ,2866.017 ,-66.171 ,-2.257 ,-0.523 
2011/5/5,2866.017 ,2854.768 ,2880.125 ,2849.910 ,2872.404 ,6.387 ,0.223 ,-0.392 
2011/5/6,2872.404 ,2842.765 ,2881.706 ,2834.456 ,2863.886 ,-8.518 ,-0.297 ,-1.032 
2011/5/9,2863.886 ,2868.235 ,2885.178 ,2861.420 ,2872.460 ,8.574 ,0.299 ,0.152 
2011/5/10,2872.460 ,2876.980 ,2891.034 ,2865.104 ,2890.634 ,18.174 ,0.633 ,0.157 
2011/5/11,2890.634 ,2890.353 ,2897.141 ,2868.349 ,2883.420 ,-7.214 ,-0.250 ,-0.010 
2011/5/12,2883.420 ,2864.976 ,2876.448 ,2843.097 ,2844.083 ,-39.337 ,-1.364 ,-0.640 
2011/5/13,2844.083 ,2846.311 ,2871.992 ,2832.254 ,2871.031 ,26.948 ,0.948 ,0.078 
2011/5/16,2871.031 ,2864.377 ,2877.091 ,2846.307 ,2849.067 ,-21.964 ,-0.765 ,-0.232 
2011/5/17,2849.067 ,2846.447 ,2869.230 ,2821.203 ,2852.773 ,3.706 ,0.130 ,-0.092 
2011/5/18,2852.773 ,2846.725 ,2877.427 ,2843.676 ,2872.771 ,19.998 ,0.701 ,-0.212 
2011/5/19,2872.771 ,2879.387 ,2884.141 ,2856.829 ,2859.574 ,-13.197 ,-0.459 ,0.230 
2011/5/20,2859.574 ,2858.311 ,2866.763 ,2850.445 ,2858.459 ,-1.115 ,-0.039 ,-0.044 
2011/5/23,2858.459 ,2853.286 ,2853.286 ,2771.117 ,2774.569 ,-83.890 ,-2.935 ,-0.181 
2011/5/24,2774.569 ,2766.059 ,2771.748 ,2744.777 ,2767.056 ,-7.513 ,-0.271 ,-0.307 
2011/5/25,2767.056 ,2764.560 ,2771.177 ,2737.330 ,2741.741 ,-25.315 ,-0.915 ,-0.090 
2011/5/26,2741.741 ,2755.394 ,2764.890 ,2734.536 ,2736.527 ,-5.214 ,-0.190 ,0.498 
2011/5/27,2736.527 ,2739.387 ,2746.842 ,2708.548 ,2709.947 ,-26.580 ,-0.971 ,0.105 
2011/5/30,2709.947 ,2704.485 ,2728.062 ,2689.206 ,2706.361 ,-3.586 ,-0.132 ,-0.202 
2011/5/31,2706.361 ,2707.559 ,2744.934 ,2702.095 ,2743.472 ,37.111 ,1.371 ,0.044 
2011/6/1,2743.472 ,2737.057 ,2744.559 ,2726.495 ,2743.572 ,0.100 ,0.004 ,-0.234 
2011/6/2,2743.572 ,2715.316 ,2727.995 ,2676.538 ,2705.181 ,-38.391 ,-1.399 ,-1.030 
2011/6/3,2705.181 ,2701.773 ,2732.427 ,2701.250 ,2728.020 ,22.839 ,0.844 ,-0.126 
2011/6/7,2728.020 ,2720.970 ,2745.770 ,2717.313 ,2744.300 ,16.280 ,0.597 ,-0.258 
2011/6/8,2744.300 ,2742.043 ,2754.122 ,2715.250 ,2750.288 ,5.988 ,0.218 ,-0.082 
2011/6/9,2750.288 ,2743.539 ,2747.332 ,2702.695 ,2703.345 ,-46.943 ,-1.707 ,-0.245 
2011/6/10,2703.345 ,2696.130 ,2707.742 ,2672.320 ,2705.143 ,1.798 ,0.067 ,-0.267 
2011/6/13,2705.143 ,2687.653 ,2703.423 ,2669.395 ,2700.379 ,-4.764 ,-0.176 ,-0.647 
2011/6/14,2700.379 ,2696.223 ,2735.553 ,2691.671 ,2730.040 ,29.661 ,1.098 ,-0.154 
2011/6/15,2730.040 ,2717.677 ,2730.476 ,2705.072 ,2705.431 ,-24.609 ,-0.901 ,-0.453 
2011/6/16,2705.431 ,2685.632 ,2691.944 ,2663.120 ,2664.283 ,-41.148 ,-1.521 ,-0.732 
2011/6/17,2664.283 ,2661.414 ,2675.027 ,2641.392 ,2642.818 ,-21.465 ,-0.806 ,-0.108 
2011/6/20,2642.818 ,2635.834 ,2637.883 ,2610.990 ,2621.253 ,-21.565 ,-0.816 ,-0.264 
2011/6/21,2621.253 ,2628.022 ,2648.024 ,2618.807 ,2646.483 ,25.230 ,0.963 ,0.258 
2011/6/22,2646.483 ,2648.534 ,2657.725 ,2633.474 ,2649.321 ,2.838 ,0.107 ,0.077 
2011/6/23,2649.321 ,2640.660 ,2693.417 ,2630.336 ,2688.249 ,38.928 ,1.469 ,-0.327 
2011/6/24,2688.249 ,2678.052 ,2759.710 ,2674.303 ,2746.211 ,57.962 ,2.156 ,-0.379 
2011/6/27,2746.211 ,2746.787 ,2769.043 ,2743.496 ,2758.230 ,12.019 ,0.438 ,0.021 
2011/6/28,2758.230 ,2759.713 ,2763.280 ,2736.398 ,2759.202 ,0.972 ,0.035 ,0.054 
2011/6/29,2759.202 ,2757.400 ,2759.231 ,2727.253 ,2728.483 ,-30.719 ,-1.113 ,-0.065 
2011/6/30,2728.483 ,2729.992 ,2774.365 ,2729.992 ,2762.076 ,33.593 ,1.231 ,0.055 
2011/7/1,2762.076 ,2767.834 ,2778.668 ,2752.966 ,2759.362 ,-2.714 ,-0.098 ,0.208 
2011/7/4,2759.362 ,2770.940 ,2813.270 ,2770.940 ,2812.818 ,53.456 ,1.937 ,0.420 
2011/7/5,2812.818 ,2812.722 ,2818.141 ,2799.110 ,2816.355 ,3.537 ,0.126 ,-0.003 
2011/7/6,2816.355 ,2811.815 ,2811.815 ,2780.728 ,2810.479 ,-5.876 ,-0.209 ,-0.161 
2011/7/7,2810.479 ,2813.193 ,2825.123 ,2793.892 ,2794.267 ,-16.212 ,-0.577 ,0.097 
2011/7/8,2794.267 ,2797.026 ,2807.380 ,2784.126 ,2797.774 ,3.507 ,0.126 ,0.099 
2011/7/11,2797.774 ,2789.454 ,2807.322 ,2780.665 ,2802.692 ,4.918 ,0.176 ,-0.297 
2011/7/12,2802.692 ,2783.722 ,2783.722 ,2752.186 ,2754.582 ,-48.110 ,-1.717 ,-0.677 
2011/7/13,2754.582 ,2756.032 ,2797.266 ,2756.032 ,2795.476 ,40.894 ,1.485 ,0.053 
2011/7/14,2795.476 ,2798.212 ,2811.704 ,2788.983 ,2810.444 ,14.968 ,0.535 ,0.098 
2011/7/15,2810.444 ,2803.585 ,2821.339 ,2794.159 ,2820.169 ,9.725 ,0.346 ,-0.244 
2011/7/18,2820.169 ,2821.358 ,2826.959 ,2807.108 ,2816.688 ,-3.481 ,-0.123 ,0.042 
2011/7/19,2816.688 ,2804.923 ,2809.315 ,2790.685 ,2796.983 ,-19.705 ,-0.700 ,-0.418 
2011/7/20,2796.983 ,2810.436 ,2817.285 ,2779.381 ,2794.205 ,-2.778 ,-0.099 ,0.481 
2011/7/21,2794.205 ,2795.896 ,2799.852 ,2763.418 ,2765.894 ,-28.311 ,-1.013 ,0.061 
2011/7/22,2765.894 ,2769.863 ,2782.169 ,2763.800 ,2770.790 ,4.896 ,0.177 ,0.143 
2011/7/25,2770.790 ,2759.628 ,2759.628 ,2680.747 ,2688.746 ,-82.044 ,-2.961 ,-0.403 
2011/7/26,2688.746 ,2685.754 ,2704.939 ,2677.119 ,2703.026 ,14.280 ,0.531 ,-0.111 
2011/7/27,2703.026 ,2690.144 ,2726.801 ,2680.433 ,2723.492 ,20.466 ,0.757 ,-0.477 
2011/7/28,2723.492 ,2701.771 ,2712.090 ,2684.661 ,2708.777 ,-14.715 ,-0.540 ,-0.798 
2011/7/29,2708.777 ,2706.497 ,2721.530 ,2681.272 ,2701.729 ,-7.048 ,-0.260 ,-0.084 
2011/8/1,2701.729 ,2697.575 ,2712.888 ,2688.529 ,2703.783 ,2.054 ,0.076 ,-0.154 
2011/8/2,2703.783 ,2689.971 ,2689.971 ,2651.280 ,2679.259 ,-24.524 ,-0.907 ,-0.511 
2011/8/3,2679.259 ,2659.118 ,2688.065 ,2654.364 ,2678.485 ,-0.774 ,-0.029 ,-0.752 
2011/8/4,2678.485 ,2683.192 ,2698.815 ,2675.534 ,2684.039 ,5.554 ,0.207 ,0.176 
2011/8/5,2684.039 ,2620.277 ,2644.581 ,2605.137 ,2626.423 ,-57.616 ,-2.147 ,-2.376 
2011/8/8,2626.423 ,2599.289 ,2614.190 ,2497.918 ,2526.816 ,-99.607 ,-3.793 ,-1.033 
2011/8/9,2526.816 ,2468.032 ,2537.409 ,2437.681 ,2526.070 ,-0.746 ,-0.030 ,-2.326 
2011/8/10,2526.070 ,2562.393 ,2579.156 ,2544.952 ,2549.176 ,23.106 ,0.915 ,1.438 
2011/8/11,2549.176 ,2508.857 ,2582.155 ,2505.012 ,2581.508 ,32.332 ,1.268 ,-1.582 
2011/8/12,2581.508 ,2593.395 ,2605.447 ,2585.846 ,2593.173 ,11.665 ,0.452 ,0.460 
2011/8/15,2593.173 ,2598.138 ,2627.104 ,2584.407 ,2626.770 ,33.597 ,1.296 ,0.191 
2011/8/16,2626.770 ,2627.854 ,2636.360 ,2601.501 ,2608.166 ,-18.604 ,-0.708 ,0.041 
2011/8/17,2608.166 ,2603.961 ,2617.165 ,2596.039 ,2601.261 ,-6.905 ,-0.265 ,-0.161 
2011/8/18,2601.261 ,2601.990 ,2603.485 ,2556.859 ,2559.472 ,-41.789 ,-1.607 ,0.028 
2011/8/19,2559.472 ,2519.645 ,2538.272 ,2513.754 ,2534.358 ,-25.114 ,-0.981 ,-1.556 
2011/8/22,2534.358 ,2534.570 ,2553.415 ,2507.782 ,2515.863 ,-18.495 ,-0.730 ,0.008 
2011/8/23,2515.863 ,2524.877 ,2554.178 ,2514.949 ,2554.019 ,38.156 ,1.517 ,0.358 
2011/8/24,2554.019 ,2562.411 ,2569.278 ,2536.256 ,2541.091 ,-12.928 ,-0.506 ,0.329 
2011/8/25,2541.091 ,2546.402 ,2616.304 ,2545.054 ,2615.261 ,74.170 ,2.919 ,0.209 
2011/8/26,2615.261 ,2602.208 ,2616.636 ,2593.238 ,2612.188 ,-3.073 ,-0.118 ,-0.499 
2011/8/29,2612.188 ,2595.466 ,2595.466 ,2570.844 ,2576.413 ,-35.775 ,-1.370 ,-0.640 
2011/8/30,2576.413 ,2592.597 ,2615.135 ,2563.689 ,2566.595 ,-9.818 ,-0.381 ,0.628 
2011/8/31,2566.595 ,2566.529 ,2574.415 ,2545.096 ,2567.340 ,0.745 ,0.029 ,-0.003 
2011/9/1,2567.340 ,2569.799 ,2584.804 ,2547.855 ,2556.042 ,-11.298 ,-0.440 ,0.096 
2011/9/2,2556.042 ,2551.556 ,2557.310 ,2517.618 ,2528.280 ,-27.762 ,-1.086 ,-0.176 
2011/9/5,2528.280 ,2510.100 ,2510.100 ,2478.195 ,2478.739 ,-49.541 ,-1.960 ,-0.719 
2011/9/6,2478.739 ,2465.565 ,2482.242 ,2459.543 ,2470.524 ,-8.215 ,-0.331 ,-0.531 
2011/9/7,2470.524 ,2480.941 ,2516.754 ,2475.218 ,2516.090 ,45.566 ,1.844 ,0.422 
2011/9/8,2516.090 ,2523.962 ,2524.377 ,2498.113 ,2498.943 ,-17.147 ,-0.682 ,0.313 
2011/9/9,2498.943 ,2506.969 ,2528.422 ,2487.145 ,2497.753 ,-1.190 ,-0.048 ,0.321 
2011/9/13,2497.753 ,2467.730 ,2477.083 ,2453.796 ,2471.305 ,-26.448 ,-1.059 ,-1.202 
2011/9/14,2471.305 ,2478.586 ,2485.934 ,2439.372 ,2484.827 ,13.522 ,0.547 ,0.295 
2011/9/15,2484.827 ,2482.859 ,2496.572 ,2477.651 ,2479.055 ,-5.772 ,-0.232 ,-0.079 
2011/9/16,2479.055 ,2490.177 ,2499.481 ,2475.758 ,2482.343 ,3.288 ,0.133 ,0.449 
2011/9/19,2482.343 ,2469.600 ,2469.600 ,2437.165 ,2437.795 ,-44.548 ,-1.795 ,-0.513 
2011/9/20,2437.795 ,2433.721 ,2460.034 ,2426.703 ,2447.755 ,9.960 ,0.409 ,-0.167 
2011/9/21,2447.755 ,2450.116 ,2517.673 ,2438.852 ,2512.963 ,65.208 ,2.664 ,0.096 
2011/9/22,2512.963 ,2491.212 ,2499.976 ,2442.462 ,2443.057 ,-69.906 ,-2.782 ,-0.866 
2011/9/23,2443.057 ,2411.833 ,2440.751 ,2400.141 ,2433.159 ,-9.898 ,-0.405 ,-1.278 
2011/9/26,2433.159 ,2416.226 ,2441.729 ,2384.640 ,2393.183 ,-39.976 ,-1.643 ,-0.696 
2011/9/27,2393.183 ,2410.991 ,2423.913 ,2395.164 ,2415.054 ,21.871 ,0.914 ,0.744 
2011/9/28,2415.054 ,2427.289 ,2430.270 ,2383.396 ,2392.062 ,-22.992 ,-0.952 ,0.507 
2011/9/29,2392.062 ,2378.423 ,2387.538 ,2358.572 ,2365.343 ,-26.719 ,-1.117 ,-0.570 
2011/9/30,2365.343 ,2368.398 ,2377.541 ,2348.217 ,2359.220 ,-6.123 ,-0.259 ,0.129 
2011/10/10,2359.220 ,2363.078 ,2368.149 ,2338.685 ,2344.787 ,-14.433 ,-0.612 ,0.164 
2011/10/11,2344.787 ,2401.738 ,2412.376 ,2323.412 ,2348.516 ,3.729 ,0.159 ,2.429 
2011/10/12,2348.516 ,2335.488 ,2421.693 ,2318.628 ,2420.000 ,71.484 ,3.044 ,-0.555 
2011/10/13,2420.000 ,2412.832 ,2439.640 ,2406.282 ,2438.790 ,18.790 ,0.776 ,-0.296 
2011/10/14,2438.790 ,2429.885 ,2437.594 ,2409.288 ,2431.375 ,-7.415 ,-0.304 ,-0.365 
2011/10/17,2431.375 ,2434.486 ,2452.990 ,2424.726 ,2440.402 ,9.027 ,0.371 ,0.128 
2011/10/18,2440.402 ,2423.282 ,2425.646 ,2378.667 ,2383.485 ,-56.917 ,-2.332 ,-0.702 
2011/10/19,2383.485 ,2387.831 ,2401.688 ,2374.417 ,2377.512 ,-5.973 ,-0.251 ,0.182 
2011/10/20,2377.512 ,2365.909 ,2368.640 ,2315.900 ,2331.366 ,-46.146 ,-1.941 ,-0.488 
2011/10/21,2331.366 ,2330.512 ,2340.315 ,2313.782 ,2317.275 ,-14.091 ,-0.604 ,-0.037 
2011/10/24,2317.275 ,2322.020 ,2371.092 ,2307.146 ,2370.333 ,53.058 ,2.290 ,0.205 
2011/10/25,2370.333 ,2366.398 ,2414.049 ,2357.387 ,2409.672 ,39.339 ,1.660 ,-0.166 
2011/10/26,2409.672 ,2398.190 ,2448.980 ,2394.730 ,2427.480 ,17.808 ,0.739 ,-0.476 
2011/10/27,2427.480 ,2432.473 ,2449.701 ,2426.315 ,2435.614 ,8.134 ,0.335 ,0.206 
2011/10/28,2435.614 ,2462.085 ,2483.759 ,2456.177 ,2473.410 ,37.796 ,1.552 ,1.087 
2011/10/31,2473.410 ,2470.254 ,2478.307 ,2455.205 ,2468.250 ,-5.160 ,-0.209 ,-0.128 
2011/11/1,2468.250 ,2450.331 ,2491.355 ,2445.527 ,2470.019 ,1.769 ,0.072 ,-0.726 
2011/11/2,2470.019 ,2437.870 ,2505.121 ,2433.715 ,2504.108 ,34.089 ,1.380 ,-1.302 
2011/11/3,2504.108 ,2510.842 ,2535.240 ,2507.297 ,2508.090 ,3.982 ,0.159 ,0.269 
2011/11/4,2508.090 ,2525.244 ,2536.779 ,2512.904 ,2528.294 ,20.204 ,0.806 ,0.684 
2011/11/7,2528.294 ,2518.898 ,2536.180 ,2507.615 ,2509.799 ,-18.495 ,-0.732 ,-0.372 
2011/11/8,2509.799 ,2514.259 ,2524.820 ,2500.020 ,2503.836 ,-5.963 ,-0.238 ,0.178 
2011/11/9,2503.836 ,2512.587 ,2527.703 ,2489.025 ,2524.919 ,21.083 ,0.842 ,0.350 
2011/11/10,2524.919 ,2498.594 ,2507.452 ,2478.139 ,2479.536 ,-45.383 ,-1.797 ,-1.043 
2011/11/11,2479.536 ,2483.957 ,2496.527 ,2472.761 ,2481.084 ,1.548 ,0.062 ,0.178 
2011/11/14,2481.084 ,2498.672 ,2529.632 ,2496.335 ,2528.714 ,47.630 ,1.920 ,0.709 
2011/11/15,2528.714 ,2525.948 ,2534.059 ,2518.703 ,2529.761 ,1.047 ,0.041 ,-0.109 
2011/11/16,2529.761 ,2529.073 ,2529.458 ,2456.856 ,2466.959 ,-62.802 ,-2.483 ,-0.027 
2011/11/17,2466.959 ,2467.704 ,2482.528 ,2459.165 ,2463.046 ,-3.913 ,-0.159 ,0.030 
2011/11/18,2463.046 ,2448.387 ,2448.510 ,2411.042 ,2416.562 ,-46.484 ,-1.887 ,-0.595 
2011/11/21,2416.562 ,2416.732 ,2419.244 ,2396.087 ,2415.130 ,-1.432 ,-0.059 ,0.007 
2011/11/22,2415.130 ,2400.984 ,2414.850 ,2387.826 ,2412.625 ,-2.505 ,-0.104 ,-0.586 
2011/11/23,2412.625 ,2415.197 ,2418.560 ,2390.654 ,2395.065 ,-17.560 ,-0.728 ,0.107 
2011/11/24,2395.065 ,2379.146 ,2409.719 ,2370.695 ,2397.554 ,2.489 ,0.104 ,-0.665 
2011/11/25,2397.554 ,2393.327 ,2403.942 ,2372.622 ,2380.224 ,-17.330 ,-0.723 ,-0.176 
2011/11/28,2380.224 ,2383.893 ,2396.827 ,2372.156 ,2383.034 ,2.810 ,0.118 ,0.154 
2011/11/29,2383.034 ,2398.994 ,2413.326 ,2388.202 ,2412.393 ,29.359 ,1.232 ,0.670 
2011/11/30,2412.393 ,2406.329 ,2407.326 ,2319.440 ,2333.414 ,-78.979 ,-3.274 ,-0.251 
2011/12/1,2333.414 ,2392.485 ,2423.559 ,2376.916 ,2386.860 ,53.446 ,2.291 ,2.532 
2011/12/2,2386.860 ,2374.899 ,2378.299 ,2344.846 ,2360.664 ,-26.196 ,-1.098 ,-0.501 
2011/12/5,2360.664 ,2363.111 ,2363.127 ,2327.610 ,2333.229 ,-27.435 ,-1.162 ,0.104 
2011/12/6,2333.229 ,2326.660 ,2331.892 ,2310.155 ,2325.905 ,-7.324 ,-0.314 ,-0.282 
2011/12/7,2325.905 ,2325.562 ,2339.847 ,2317.814 ,2332.730 ,6.825 ,0.293 ,-0.015 
2011/12/8,2332.730 ,2329.911 ,2346.654 ,2302.642 ,2329.820 ,-2.910 ,-0.125 ,-0.121 
2011/12/9,2329.820 ,2315.513 ,2331.259 ,2309.457 ,2315.270 ,-14.550 ,-0.625 ,-0.614 
2011/12/12,2315.270 ,2312.151 ,2315.811 ,2290.264 ,2291.545 ,-23.725 ,-1.025 ,-0.135 
2011/12/13,2291.545 ,2283.223 ,2285.814 ,2245.868 ,2248.590 ,-42.955 ,-1.875 ,-0.363 
