date,pre_close,open,high,low,close,changeinprice,changeinrate,diffrate
1998/1/9,1237.164 ,1233.701 ,1244.999 ,1221.297 ,1239.901 ,2.737 ,0.221 ,-0.280 
1998/1/12,1239.901 ,1242.210 ,1246.651 ,1226.397 ,1226.966 ,-12.935 ,-1.043 ,0.186 
1998/1/13,1226.966 ,1211.883 ,1211.883 ,1110.087 ,1167.647 ,-59.319 ,-4.835 ,-1.229 
1998/1/14,1167.647 ,1170.346 ,1203.247 ,1170.322 ,1202.215 ,34.568 ,2.961 ,0.231 
1998/1/15,1202.215 ,1210.421 ,1217.864 ,1196.148 ,1215.431 ,13.216 ,1.099 ,0.683 
1998/1/16,1215.431 ,1215.820 ,1220.974 ,1207.919 ,1213.962 ,-1.469 ,-0.121 ,0.032 
1998/1/19,1213.962 ,1215.408 ,1216.987 ,1205.479 ,1213.129 ,-0.833 ,-0.069 ,0.119 
1998/1/20,1213.129 ,1211.276 ,1215.570 ,1195.382 ,1203.715 ,-9.414 ,-0.776 ,-0.153 
1998/1/21,1203.715 ,1201.988 ,1209.689 ,1198.228 ,1200.203 ,-3.512 ,-0.292 ,-0.143 
1998/1/22,1200.203 ,1200.521 ,1207.451 ,1194.383 ,1204.430 ,4.227 ,0.352 ,0.026 
1998/1/23,1204.430 ,1206.495 ,1224.122 ,1206.454 ,1222.913 ,18.483 ,1.535 ,0.171 
1998/2/9,1222.913 ,1257.995 ,1262.623 ,1244.426 ,1248.040 ,25.127 ,2.055 ,2.869 
1998/2/10,1248.040 ,1248.596 ,1248.596 ,1233.698 ,1236.513 ,-11.527 ,-0.924 ,0.045 
1998/2/11,1236.513 ,1234.181 ,1251.453 ,1233.530 ,1250.238 ,13.725 ,1.110 ,-0.189 
1998/2/12,1250.238 ,1253.385 ,1254.411 ,1241.996 ,1246.295 ,-3.943 ,-0.315 ,0.252 
1998/2/13,1246.295 ,1246.733 ,1251.912 ,1241.824 ,1245.911 ,-0.384 ,-0.031 ,0.035 
1998/2/16,1245.911 ,1246.796 ,1247.965 ,1230.918 ,1236.236 ,-9.675 ,-0.777 ,0.071 
1998/2/17,1236.236 ,1234.837 ,1240.579 ,1228.111 ,1238.500 ,2.264 ,0.183 ,-0.113 
1998/2/18,1238.500 ,1239.633 ,1240.178 ,1225.497 ,1229.831 ,-8.669 ,-0.700 ,0.091 
1998/2/19,1229.831 ,1229.809 ,1235.493 ,1223.932 ,1232.584 ,2.753 ,0.224 ,-0.002 
1998/2/20,1232.584 ,1234.601 ,1237.915 ,1224.584 ,1226.020 ,-6.564 ,-0.533 ,0.164 
1998/2/23,1226.020 ,1217.859 ,1217.859 ,1195.888 ,1208.603 ,-17.417 ,-1.421 ,-0.666 
1998/2/24,1208.603 ,1206.925 ,1216.353 ,1206.090 ,1208.218 ,-0.385 ,-0.032 ,-0.139 
1998/2/25,1208.218 ,1208.524 ,1209.491 ,1191.751 ,1194.673 ,-13.545 ,-1.121 ,0.025 
1998/2/26,1194.673 ,1193.003 ,1206.674 ,1189.519 ,1206.674 ,12.001 ,1.005 ,-0.140 
1998/2/27,1206.674 ,1209.442 ,1213.729 ,1202.865 ,1206.530 ,-0.144 ,-0.012 ,0.229 
1998/3/2,1206.530 ,1196.742 ,1205.746 ,1182.612 ,1188.306 ,-18.224 ,-1.510 ,-0.811 
1998/3/3,1188.306 ,1186.520 ,1201.800 ,1185.303 ,1201.789 ,13.483 ,1.135 ,-0.150 
1998/3/4,1201.789 ,1204.945 ,1214.003 ,1201.254 ,1213.253 ,11.464 ,0.954 ,0.263 
1998/3/5,1213.253 ,1217.851 ,1219.284 ,1206.372 ,1207.541 ,-5.712 ,-0.471 ,0.379 
1998/3/6,1207.541 ,1208.749 ,1208.978 ,1202.124 ,1206.452 ,-1.089 ,-0.090 ,0.100 
1998/3/9,1206.452 ,1207.959 ,1208.616 ,1197.569 ,1200.834 ,-5.618 ,-0.466 ,0.125 
1998/3/10,1200.834 ,1199.625 ,1205.832 ,1186.551 ,1199.832 ,-1.002 ,-0.083 ,-0.101 
1998/3/11,1199.832 ,1201.262 ,1210.525 ,1187.442 ,1190.037 ,-9.795 ,-0.816 ,0.119 
1998/3/12,1190.037 ,1187.538 ,1188.282 ,1175.554 ,1178.970 ,-11.067 ,-0.930 ,-0.210 
1998/3/13,1178.970 ,1177.817 ,1184.961 ,1176.005 ,1184.961 ,5.991 ,0.508 ,-0.098 
1998/3/16,1184.961 ,1186.186 ,1188.617 ,1179.440 ,1188.482 ,3.521 ,0.297 ,0.103 
1998/3/17,1188.482 ,1193.668 ,1202.839 ,1193.239 ,1202.835 ,14.353 ,1.208 ,0.436 
1998/3/18,1202.835 ,1204.103 ,1204.741 ,1191.906 ,1193.909 ,-8.926 ,-0.742 ,0.105 
1998/3/19,1193.909 ,1192.397 ,1195.829 ,1184.871 ,1188.715 ,-5.194 ,-0.435 ,-0.127 
1998/3/20,1188.715 ,1188.595 ,1192.323 ,1183.247 ,1187.501 ,-1.214 ,-0.102 ,-0.010 
1998/3/23,1187.501 ,1186.561 ,1186.861 ,1178.044 ,1179.869 ,-7.632 ,-0.643 ,-0.079 
1998/3/24,1179.869 ,1180.093 ,1194.056 ,1179.973 ,1194.017 ,14.148 ,1.199 ,0.019 
1998/3/25,1194.017 ,1207.616 ,1209.766 ,1188.853 ,1191.553 ,-2.464 ,-0.206 ,1.139 
1998/3/26,1191.553 ,1191.001 ,1193.816 ,1186.223 ,1188.865 ,-2.688 ,-0.226 ,-0.046 
1998/3/27,1188.865 ,1189.409 ,1223.928 ,1188.855 ,1223.565 ,34.700 ,2.919 ,0.046 
1998/3/30,1223.565 ,1230.944 ,1249.443 ,1228.299 ,1249.435 ,25.870 ,2.114 ,0.603 
1998/3/31,1249.435 ,1251.343 ,1252.242 ,1238.644 ,1243.016 ,-6.419 ,-0.514 ,0.153 
1998/4/1,1243.016 ,1243.373 ,1255.010 ,1240.058 ,1254.965 ,11.949 ,0.961 ,0.029 
1998/4/2,1254.965 ,1259.593 ,1285.032 ,1259.583 ,1269.015 ,14.050 ,1.120 ,0.369 
1998/4/3,1269.015 ,1268.569 ,1286.107 ,1266.032 ,1286.084 ,17.069 ,1.345 ,-0.035 
1998/4/6,1286.084 ,1291.614 ,1306.383 ,1286.430 ,1306.378 ,20.294 ,1.578 ,0.430 
1998/4/7,1306.378 ,1308.556 ,1310.288 ,1296.542 ,1303.140 ,-3.238 ,-0.248 ,0.167 
1998/4/8,1303.140 ,1303.408 ,1322.828 ,1302.413 ,1322.793 ,19.653 ,1.508 ,0.021 
1998/4/9,1322.793 ,1326.444 ,1328.789 ,1288.888 ,1297.225 ,-25.568 ,-1.933 ,0.276 
1998/4/10,1297.225 ,1294.617 ,1311.528 ,1293.588 ,1311.514 ,14.289 ,1.102 ,-0.201 
1998/4/13,1311.514 ,1319.945 ,1326.295 ,1311.832 ,1318.748 ,7.234 ,0.552 ,0.643 
1998/4/14,1318.748 ,1318.274 ,1320.909 ,1304.375 ,1313.721 ,-5.027 ,-0.381 ,-0.036 
1998/4/15,1313.721 ,1314.165 ,1324.707 ,1314.068 ,1324.707 ,10.986 ,0.836 ,0.034 
1998/4/16,1324.707 ,1324.037 ,1326.424 ,1312.565 ,1316.246 ,-8.461 ,-0.639 ,-0.051 
1998/4/17,1316.246 ,1311.544 ,1311.730 ,1291.081 ,1298.107 ,-18.139 ,-1.378 ,-0.357 
1998/4/20,1298.107 ,1292.162 ,1302.982 ,1286.585 ,1296.005 ,-2.102 ,-0.162 ,-0.458 
1998/4/21,1296.005 ,1296.772 ,1307.856 ,1295.058 ,1305.223 ,9.218 ,0.711 ,0.059 
1998/4/22,1305.223 ,1307.832 ,1333.066 ,1307.832 ,1332.182 ,26.959 ,2.066 ,0.200 
1998/4/23,1332.182 ,1337.489 ,1340.252 ,1321.040 ,1324.559 ,-7.623 ,-0.572 ,0.398 
1998/4/24,1324.559 ,1324.455 ,1331.855 ,1313.609 ,1315.167 ,-9.392 ,-0.709 ,-0.008 
1998/4/27,1315.167 ,1314.350 ,1318.797 ,1303.482 ,1310.378 ,-4.789 ,-0.364 ,-0.062 
1998/4/28,1310.378 ,1315.346 ,1333.090 ,1315.328 ,1332.990 ,22.612 ,1.726 ,0.379 
1998/4/29,1332.990 ,1337.894 ,1341.581 ,1328.563 ,1332.499 ,-0.491 ,-0.037 ,0.368 
1998/4/30,1332.499 ,1336.010 ,1343.460 ,1335.549 ,1343.448 ,10.949 ,0.822 ,0.263 
1998/5/4,1343.448 ,1353.056 ,1355.516 ,1345.359 ,1352.926 ,9.478 ,0.706 ,0.715 
1998/5/5,1352.926 ,1355.045 ,1356.056 ,1346.592 ,1352.520 ,-0.406 ,-0.030 ,0.157 
1998/5/6,1352.520 ,1352.723 ,1355.657 ,1341.806 ,1348.412 ,-4.108 ,-0.304 ,0.015 
1998/5/7,1348.412 ,1348.888 ,1352.552 ,1326.650 ,1327.873 ,-20.539 ,-1.523 ,0.035 
1998/5/8,1327.873 ,1324.742 ,1357.604 ,1324.724 ,1357.595 ,29.722 ,2.238 ,-0.236 
1998/5/11,1357.595 ,1367.242 ,1368.026 ,1351.593 ,1354.606 ,-2.989 ,-0.220 ,0.711 
1998/5/12,1354.606 ,1358.958 ,1360.064 ,1342.733 ,1349.649 ,-4.957 ,-0.366 ,0.321 
1998/5/13,1349.649 ,1351.180 ,1369.304 ,1351.003 ,1369.262 ,19.613 ,1.453 ,0.113 
1998/5/14,1369.262 ,1373.171 ,1376.298 ,1360.891 ,1367.127 ,-2.135 ,-0.156 ,0.285 
1998/5/15,1367.127 ,1373.427 ,1379.127 ,1361.843 ,1368.087 ,0.960 ,0.070 ,0.461 
1998/5/18,1368.087 ,1373.670 ,1376.384 ,1360.469 ,1368.183 ,0.096 ,0.007 ,0.408 
1998/5/19,1368.183 ,1370.675 ,1372.871 ,1355.539 ,1362.292 ,-5.891 ,-0.431 ,0.182 
1998/5/20,1362.292 ,1362.694 ,1365.102 ,1352.166 ,1357.431 ,-4.861 ,-0.357 ,0.030 
1998/5/21,1357.431 ,1356.959 ,1367.716 ,1350.260 ,1366.656 ,9.225 ,0.680 ,-0.035 
1998/5/22,1366.656 ,1371.365 ,1379.891 ,1370.720 ,1375.817 ,9.161 ,0.670 ,0.345 
1998/5/25,1375.817 ,1380.126 ,1389.656 ,1376.201 ,1389.366 ,13.549 ,0.985 ,0.313 
1998/5/26,1389.366 ,1392.750 ,1394.439 ,1383.759 ,1390.416 ,1.050 ,0.076 ,0.244 
1998/5/27,1390.416 ,1393.738 ,1399.542 ,1390.550 ,1399.542 ,9.126 ,0.656 ,0.239 
1998/5/28,1399.542 ,1402.853 ,1405.582 ,1392.900 ,1397.895 ,-1.647 ,-0.118 ,0.237 
1998/5/29,1397.895 ,1402.675 ,1411.347 ,1402.018 ,1411.206 ,13.311 ,0.952 ,0.342 
1998/6/1,1411.206 ,1418.354 ,1420.553 ,1411.061 ,1415.575 ,4.369 ,0.310 ,0.507 
1998/6/2,1415.575 ,1419.221 ,1419.577 ,1402.625 ,1413.080 ,-2.495 ,-0.176 ,0.258 
1998/6/3,1413.080 ,1415.019 ,1421.121 ,1413.112 ,1420.000 ,6.920 ,0.490 ,0.137 
1998/6/4,1420.000 ,1420.986 ,1422.979 ,1402.746 ,1406.303 ,-13.697 ,-0.965 ,0.069 
1998/6/5,1406.303 ,1404.075 ,1414.362 ,1390.632 ,1408.614 ,2.311 ,0.164 ,-0.158 
1998/6/8,1408.614 ,1411.956 ,1415.180 ,1401.055 ,1403.730 ,-4.884 ,-0.347 ,0.237 
1998/6/9,1403.730 ,1400.347 ,1400.347 ,1357.465 ,1369.650 ,-34.080 ,-2.428 ,-0.241 
1998/6/10,1369.650 ,1367.741 ,1377.834 ,1359.392 ,1368.297 ,-1.353 ,-0.099 ,-0.139 
1998/6/11,1368.297 ,1367.555 ,1371.152 ,1346.069 ,1347.677 ,-20.620 ,-1.507 ,-0.054 
1998/6/12,1347.677 ,1373.110 ,1383.466 ,1365.083 ,1383.388 ,35.711 ,2.650 ,1.887 
1998/6/15,1383.388 ,1385.327 ,1386.985 ,1359.876 ,1365.341 ,-18.047 ,-1.305 ,0.140 
1998/6/16,1365.341 ,1362.591 ,1362.593 ,1323.528 ,1348.588 ,-16.753 ,-1.227 ,-0.201 
1998/6/17,1348.588 ,1349.003 ,1356.662 ,1344.444 ,1348.942 ,0.354 ,0.026 ,0.031 
1998/6/18,1348.942 ,1352.235 ,1372.120 ,1352.235 ,1370.685 ,21.743 ,1.612 ,0.244 
1998/6/19,1370.685 ,1376.194 ,1392.878 ,1376.194 ,1392.878 ,22.193 ,1.619 ,0.402 
1998/6/22,1392.878 ,1400.468 ,1401.511 ,1392.056 ,1399.356 ,6.478 ,0.465 ,0.545 
1998/6/23,1399.356 ,1398.238 ,1398.706 ,1385.452 ,1397.956 ,-1.400 ,-0.100 ,-0.080 
1998/6/24,1397.956 ,1399.708 ,1402.138 ,1390.855 ,1401.742 ,3.786 ,0.271 ,0.125 
1998/6/25,1401.742 ,1402.952 ,1404.049 ,1377.177 ,1382.036 ,-19.706 ,-1.406 ,0.086 
1998/6/26,1382.036 ,1383.290 ,1388.554 ,1376.406 ,1385.618 ,3.582 ,0.259 ,0.091 
1998/6/29,1385.618 ,1387.024 ,1387.192 ,1356.216 ,1361.432 ,-24.186 ,-1.746 ,0.101 
1998/6/30,1361.432 ,1360.615 ,1363.590 ,1335.212 ,1339.202 ,-22.230 ,-1.633 ,-0.060 
1998/7/1,1339.202 ,1363.265 ,1367.147 ,1315.184 ,1316.441 ,-22.761 ,-1.700 ,1.797 
1998/7/2,1316.441 ,1314.100 ,1331.652 ,1296.997 ,1331.650 ,15.209 ,1.155 ,-0.178 
1998/7/3,1331.650 ,1335.836 ,1341.730 ,1327.797 ,1335.125 ,3.475 ,0.261 ,0.314 
1998/7/6,1335.125 ,1339.261 ,1339.678 ,1313.276 ,1315.283 ,-19.842 ,-1.486 ,0.310 
1998/7/7,1315.283 ,1313.649 ,1324.405 ,1307.907 ,1324.400 ,9.117 ,0.693 ,-0.124 
1998/7/8,1324.400 ,1326.817 ,1339.160 ,1326.625 ,1338.984 ,14.584 ,1.101 ,0.182 
1998/7/9,1338.984 ,1341.354 ,1344.431 ,1336.660 ,1343.232 ,4.248 ,0.317 ,0.177 
1998/7/10,1343.232 ,1344.749 ,1360.642 ,1344.634 ,1360.619 ,17.387 ,1.294 ,0.113 
1998/7/13,1360.619 ,1362.688 ,1362.997 ,1352.157 ,1358.813 ,-1.806 ,-0.133 ,0.152 
1998/7/14,1358.813 ,1360.614 ,1361.186 ,1334.707 ,1336.558 ,-22.255 ,-1.638 ,0.133 
1998/7/15,1336.558 ,1332.412 ,1341.642 ,1326.324 ,1335.466 ,-1.092 ,-0.082 ,-0.310 
1998/7/16,1335.466 ,1335.299 ,1337.641 ,1317.886 ,1325.633 ,-9.833 ,-0.736 ,-0.013 
1998/7/17,1325.633 ,1325.880 ,1330.816 ,1311.754 ,1314.715 ,-10.918 ,-0.824 ,0.019 
1998/7/20,1314.715 ,1311.059 ,1311.153 ,1278.301 ,1287.073 ,-27.642 ,-2.103 ,-0.278 
1998/7/21,1287.073 ,1285.785 ,1318.934 ,1284.798 ,1313.010 ,25.937 ,2.015 ,-0.100 
1998/7/22,1313.010 ,1312.226 ,1312.365 ,1295.614 ,1299.148 ,-13.862 ,-1.056 ,-0.060 
1998/7/23,1299.148 ,1299.217 ,1316.285 ,1299.154 ,1316.271 ,17.123 ,1.318 ,0.005 
1998/7/24,1316.271 ,1317.848 ,1330.492 ,1317.848 ,1326.821 ,10.550 ,0.802 ,0.120 
1998/7/27,1326.821 ,1328.336 ,1328.727 ,1314.732 ,1321.899 ,-4.922 ,-0.371 ,0.114 
1998/7/28,1321.899 ,1321.634 ,1324.274 ,1313.202 ,1317.946 ,-3.953 ,-0.299 ,-0.020 
1998/7/29,1317.946 ,1317.929 ,1321.264 ,1308.262 ,1311.940 ,-6.006 ,-0.456 ,-0.001 
1998/7/30,1311.940 ,1312.855 ,1318.021 ,1309.774 ,1315.302 ,3.362 ,0.256 ,0.070 
1998/7/31,1315.302 ,1316.307 ,1319.358 ,1312.377 ,1316.919 ,1.617 ,0.123 ,0.076 
1998/8/3,1316.919 ,1315.135 ,1315.470 ,1299.927 ,1302.102 ,-14.817 ,-1.125 ,-0.135 
1998/8/4,1302.102 ,1299.729 ,1299.729 ,1283.199 ,1293.457 ,-8.645 ,-0.664 ,-0.182 
1998/8/5,1293.457 ,1293.704 ,1307.481 ,1293.124 ,1307.440 ,13.983 ,1.081 ,0.019 
1998/8/6,1307.440 ,1310.296 ,1312.604 ,1292.394 ,1294.162 ,-13.278 ,-1.016 ,0.218 
1998/8/7,1294.162 ,1292.082 ,1292.311 ,1267.921 ,1271.069 ,-23.093 ,-1.784 ,-0.161 
1998/8/10,1271.069 ,1262.008 ,1262.032 ,1227.473 ,1234.581 ,-36.488 ,-2.871 ,-0.713 
1998/8/11,1234.581 ,1230.379 ,1241.781 ,1206.635 ,1207.672 ,-26.909 ,-2.180 ,-0.340 
1998/8/12,1207.672 ,1204.362 ,1207.725 ,1158.787 ,1190.554 ,-17.118 ,-1.417 ,-0.274 
1998/8/13,1190.554 ,1193.369 ,1205.855 ,1185.573 ,1204.180 ,13.626 ,1.145 ,0.236 
1998/8/14,1204.180 ,1202.378 ,1202.378 ,1165.868 ,1168.026 ,-36.154 ,-3.002 ,-0.150 
1998/8/17,1168.026 ,1152.673 ,1152.673 ,1068.656 ,1070.410 ,-97.616 ,-8.357 ,-1.314 
1998/8/18,1070.410 ,1054.182 ,1094.379 ,1043.022 ,1071.300 ,0.890 ,0.083 ,-1.516 
1998/8/19,1071.300 ,1072.740 ,1126.081 ,1072.720 ,1126.081 ,54.781 ,5.114 ,0.134 
1998/8/20,1126.081 ,1128.753 ,1149.957 ,1113.855 ,1149.907 ,23.826 ,2.116 ,0.237 
1998/8/21,1149.907 ,1149.622 ,1178.738 ,1141.507 ,1177.623 ,27.716 ,2.410 ,-0.025 
1998/8/24,1177.623 ,1178.551 ,1190.881 ,1166.143 ,1178.554 ,0.931 ,0.079 ,0.079 
1998/8/25,1178.554 ,1174.408 ,1179.105 ,1159.388 ,1179.066 ,0.512 ,0.043 ,-0.352 
1998/8/26,1179.066 ,1174.847 ,1182.334 ,1159.520 ,1160.288 ,-18.778 ,-1.593 ,-0.358 
1998/8/27,1160.288 ,1152.358 ,1154.693 ,1142.168 ,1145.216 ,-15.072 ,-1.299 ,-0.683 
1998/8/28,1145.216 ,1139.815 ,1146.512 ,1125.197 ,1129.722 ,-15.494 ,-1.353 ,-0.472 
1998/8/31,1129.722 ,1117.970 ,1150.229 ,1072.422 ,1150.223 ,20.501 ,1.815 ,-1.040 
1998/9/1,1150.223 ,1142.500 ,1163.171 ,1123.635 ,1143.125 ,-7.098 ,-0.617 ,-0.671 
1998/9/2,1143.125 ,1137.305 ,1149.269 ,1129.805 ,1136.890 ,-6.235 ,-0.545 ,-0.509 
1998/9/3,1136.890 ,1136.442 ,1151.009 ,1136.138 ,1147.197 ,10.307 ,0.907 ,-0.039 
1998/9/4,1147.197 ,1148.954 ,1169.469 ,1148.943 ,1163.527 ,16.330 ,1.424 ,0.153 
1998/9/7,1163.527 ,1168.365 ,1178.377 ,1163.205 ,1178.375 ,14.848 ,1.276 ,0.416 
1998/9/8,1178.375 ,1181.067 ,1185.097 ,1166.659 ,1167.597 ,-10.778 ,-0.915 ,0.228 
1998/9/9,1167.597 ,1165.656 ,1190.737 ,1162.468 ,1190.683 ,23.086 ,1.977 ,-0.166 
1998/9/10,1190.683 ,1194.875 ,1219.795 ,1194.115 ,1213.674 ,22.991 ,1.931 ,0.352 
1998/9/11,1213.674 ,1214.832 ,1225.144 ,1206.611 ,1218.005 ,4.331 ,0.357 ,0.095 
1998/9/14,1218.005 ,1219.318 ,1239.769 ,1214.442 ,1239.605 ,21.600 ,1.773 ,0.108 
1998/9/15,1239.605 ,1240.944 ,1245.424 ,1228.876 ,1230.126 ,-9.479 ,-0.765 ,0.108 
1998/9/16,1230.126 ,1226.904 ,1252.202 ,1225.290 ,1252.138 ,22.012 ,1.789 ,-0.262 
1998/9/17,1252.138 ,1257.379 ,1264.398 ,1226.722 ,1233.703 ,-18.435 ,-1.472 ,0.419 
1998/9/18,1233.703 ,1227.560 ,1233.403 ,1199.582 ,1207.001 ,-26.702 ,-2.164 ,-0.498 
1998/9/21,1207.001 ,1199.168 ,1222.379 ,1193.821 ,1222.379 ,15.378 ,1.274 ,-0.649 
1998/9/22,1222.379 ,1224.395 ,1229.618 ,1214.016 ,1222.634 ,0.255 ,0.021 ,0.165 
1998/9/23,1222.634 ,1223.990 ,1233.792 ,1222.361 ,1229.862 ,7.228 ,0.591 ,0.111 
1998/9/24,1229.862 ,1231.049 ,1232.278 ,1196.923 ,1199.061 ,-30.801 ,-2.504 ,0.097 
1998/9/25,1199.061 ,1194.313 ,1221.578 ,1192.076 ,1221.578 ,22.517 ,1.878 ,-0.396 
1998/9/28,1221.578 ,1224.266 ,1239.801 ,1217.652 ,1230.211 ,8.633 ,0.707 ,0.220 
1998/9/29,1230.211 ,1231.899 ,1239.108 ,1226.842 ,1231.747 ,1.536 ,0.125 ,0.137 
1998/9/30,1231.747 ,1233.589 ,1242.943 ,1233.429 ,1242.896 ,11.149 ,0.905 ,0.150 
1998/10/5,1242.896 ,1245.737 ,1246.603 ,1231.400 ,1234.779 ,-8.117 ,-0.653 ,0.229 
1998/10/6,1234.779 ,1234.142 ,1237.844 ,1214.828 ,1217.457 ,-17.322 ,-1.403 ,-0.052 
1998/10/7,1217.457 ,1214.363 ,1219.103 ,1207.929 ,1213.785 ,-3.672 ,-0.302 ,-0.254 
1998/10/8,1213.785 ,1215.952 ,1228.731 ,1215.870 ,1228.710 ,14.925 ,1.230 ,0.179 
1998/10/9,1228.710 ,1231.942 ,1241.050 ,1229.846 ,1236.932 ,8.222 ,0.669 ,0.263 
1998/10/12,1236.932 ,1239.565 ,1247.244 ,1227.859 ,1247.146 ,10.214 ,0.826 ,0.213 
1998/10/13,1247.146 ,1250.676 ,1257.350 ,1239.770 ,1244.068 ,-3.078 ,-0.247 ,0.283 
1998/10/14,1244.068 ,1243.714 ,1247.661 ,1234.066 ,1240.595 ,-3.473 ,-0.279 ,-0.028 
1998/10/15,1240.595 ,1243.195 ,1254.840 ,1241.258 ,1254.814 ,14.219 ,1.146 ,0.210 
1998/10/16,1254.814 ,1259.144 ,1263.713 ,1249.931 ,1251.525 ,-3.289 ,-0.262 ,0.345 
1998/10/19,1251.525 ,1255.051 ,1256.756 ,1240.449 ,1246.236 ,-5.289 ,-0.423 ,0.282 
1998/10/20,1246.236 ,1248.235 ,1251.433 ,1238.304 ,1243.645 ,-2.591 ,-0.208 ,0.160 
1998/10/21,1243.645 ,1243.538 ,1243.602 ,1206.118 ,1207.825 ,-35.820 ,-2.880 ,-0.009 
1998/10/22,1207.825 ,1202.208 ,1216.168 ,1191.557 ,1216.094 ,8.269 ,0.685 ,-0.465 
1998/10/23,1216.094 ,1217.128 ,1230.828 ,1215.473 ,1217.429 ,1.335 ,0.110 ,0.085 
1998/10/26,1217.429 ,1215.559 ,1215.559 ,1195.244 ,1208.266 ,-9.163 ,-0.753 ,-0.154 
1998/10/27,1208.266 ,1207.202 ,1218.446 ,1204.735 ,1216.788 ,8.522 ,0.705 ,-0.088 
1998/10/28,1216.788 ,1218.496 ,1226.113 ,1217.232 ,1225.929 ,9.141 ,0.751 ,0.140 
1998/10/29,1225.929 ,1226.924 ,1229.743 ,1214.920 ,1216.760 ,-9.169 ,-0.748 ,0.081 
1998/10/30,1216.760 ,1216.014 ,1225.642 ,1215.455 ,1217.316 ,0.556 ,0.046 ,-0.061 
1998/11/2,1217.316 ,1217.338 ,1223.531 ,1210.846 ,1223.478 ,6.162 ,0.506 ,0.002 
1998/11/3,1223.478 ,1225.263 ,1236.965 ,1225.217 ,1236.872 ,13.394 ,1.095 ,0.146 
1998/11/4,1236.872 ,1239.498 ,1240.701 ,1232.780 ,1235.804 ,-1.068 ,-0.086 ,0.212 
1998/11/5,1235.804 ,1237.544 ,1253.310 ,1237.508 ,1253.275 ,17.471 ,1.414 ,0.141 
1998/11/6,1253.275 ,1258.695 ,1267.394 ,1257.171 ,1259.765 ,6.490 ,0.518 ,0.432 
1998/11/9,1259.765 ,1263.963 ,1283.124 ,1263.958 ,1283.121 ,23.356 ,1.854 ,0.333 
1998/11/10,1283.121 ,1283.918 ,1288.738 ,1275.193 ,1286.559 ,3.438 ,0.268 ,0.062 
1998/11/11,1286.559 ,1287.422 ,1288.353 ,1278.473 ,1286.199 ,-0.360 ,-0.028 ,0.067 
1998/11/12,1286.199 ,1286.557 ,1295.064 ,1278.940 ,1282.988 ,-3.211 ,-0.250 ,0.028 
1998/11/13,1282.988 ,1281.990 ,1285.923 ,1271.323 ,1282.508 ,-0.480 ,-0.037 ,-0.078 
1998/11/16,1282.508 ,1284.335 ,1293.762 ,1281.601 ,1293.743 ,11.235 ,0.876 ,0.142 
1998/11/17,1293.743 ,1296.626 ,1300.152 ,1285.021 ,1290.595 ,-3.148 ,-0.243 ,0.223 
1998/11/18,1290.595 ,1291.002 ,1292.928 ,1281.595 ,1285.503 ,-5.092 ,-0.395 ,0.032 
1998/11/19,1285.503 ,1283.962 ,1284.139 ,1274.087 ,1275.607 ,-9.896 ,-0.770 ,-0.120 
1998/11/20,1275.607 ,1272.656 ,1279.375 ,1271.655 ,1275.374 ,-0.233 ,-0.018 ,-0.231 
1998/11/23,1275.374 ,1275.903 ,1278.085 ,1269.099 ,1273.785 ,-1.589 ,-0.125 ,0.041 
1998/11/24,1273.785 ,1274.446 ,1282.927 ,1274.414 ,1278.916 ,5.131 ,0.403 ,0.052 
1998/11/25,1278.916 ,1280.265 ,1283.961 ,1262.227 ,1263.850 ,-15.066 ,-1.178 ,0.105 
1998/11/26,1263.850 ,1260.075 ,1262.782 ,1247.844 ,1252.818 ,-11.032 ,-0.873 ,-0.299 
1998/11/27,1252.818 ,1252.373 ,1259.041 ,1242.567 ,1245.081 ,-7.737 ,-0.618 ,-0.036 
1998/11/30,1245.081 ,1244.922 ,1247.417 ,1238.135 ,1247.417 ,2.336 ,0.188 ,-0.013 
1998/12/1,1247.417 ,1249.007 ,1251.868 ,1231.996 ,1234.358 ,-13.059 ,-1.047 ,0.127 
1998/12/2,1234.358 ,1233.162 ,1236.969 ,1222.645 ,1236.969 ,2.611 ,0.212 ,-0.097 
1998/12/3,1236.969 ,1238.292 ,1239.263 ,1229.853 ,1232.506 ,-4.463 ,-0.361 ,0.107 
1998/12/4,1232.506 ,1232.433 ,1234.632 ,1213.555 ,1219.196 ,-13.310 ,-1.080 ,-0.006 
1998/12/7,1219.196 ,1234.759 ,1237.691 ,1207.758 ,1209.541 ,-9.655 ,-0.792 ,1.276 
1998/12/8,1209.541 ,1209.835 ,1223.338 ,1209.811 ,1223.258 ,13.717 ,1.134 ,0.024 
1998/12/9,1223.258 ,1224.357 ,1225.989 ,1219.013 ,1224.087 ,0.829 ,0.068 ,0.090 
1998/12/10,1224.087 ,1224.149 ,1224.925 ,1203.065 ,1204.635 ,-19.452 ,-1.589 ,0.005 
1998/12/11,1204.635 ,1201.846 ,1214.243 ,1194.067 ,1214.210 ,9.575 ,0.795 ,-0.232 
1998/12/14,1214.210 ,1214.603 ,1214.671 ,1194.656 ,1196.296 ,-17.914 ,-1.475 ,0.032 
1998/12/15,1196.296 ,1193.638 ,1194.890 ,1173.921 ,1194.844 ,-1.452 ,-0.121 ,-0.222 
1998/12/16,1194.844 ,1194.942 ,1195.549 ,1180.864 ,1183.062 ,-11.782 ,-0.986 ,0.008 
